"DATE","WEIGHT","TOE","POP","REC"
2002-04-19,31,"6//8306080",35,FALSE
2002-05-13,37,"6//8306080",30,TRUE
2005-02-17,23,"6//840506070",175,FALSE
2005-01-18,26,"6//840506090",249,FALSE
2004-11-23,31,"6//8405090100",360,FALSE
2005-01-18,29,"7//10100",249,FALSE
2004-11-23,25,"7//1080",360,FALSE
2005-08-02,51,"7//1104060",46,FALSE
2006-02-14,23,"7//1105090100",50,FALSE
2005-02-15,26,"7//120",175,FALSE
2005-03-15,25,"7//120",79,FALSE
2005-04-13,30,"7//120",47,FALSE
2005-12-21,29,"7//120306070",283,FALSE
2005-12-21,26,"7//1203090100",283,FALSE
2006-01-18,25,"7//1203090100",170,FALSE
2005-12-21,29,"7//1205080100",283,FALSE
2005-12-21,24,"7//120508090",283,FALSE
2005-07-05,55,"7//12090100",30,TRUE
2005-08-30,52,"7//12090100",147,FALSE
2005-12-22,21,"7//130506080",283,FALSE
2006-01-18,19,"7//130506080",170,FALSE
2005-12-22,24,"7//130506090",283,FALSE
2006-01-17,34,"7//130506090",170,FALSE
2006-02-14,22,"7//130506090",50,FALSE
2006-03-14,26,"7//130506090",21,FALSE
2006-04-11,30,"7//130506090",8,TRUE
2005-07-07,35,"7//13070100",30,FALSE
2005-02-15,30,"7//14060",175,FALSE
2005-03-15,29,"7//14060",79,FALSE
2005-04-13,30,"7//14060",47,FALSE
2006-01-17,35,"7//15105060",170,FALSE
2006-01-17,23,"7//15203060",170,FALSE
2006-01-17,20,"7//15204080",170,FALSE
2006-01-18,20,"7//152070100",170,FALSE
2006-01-18,28,"7//15305080",170,FALSE
2006-02-14,29,"7//15305080",50,FALSE
2006-01-18,21,"7//15307080",170,FALSE
2006-01-19,22,"7//15406080",170,FALSE
2006-01-19,25,"7//15406090",170,FALSE
2006-01-19,24,"7//15407090",170,FALSE
2006-01-19,23,"7//154080100",170,FALSE
2004-12-21,29,"7//1610",329,FALSE
2006-02-15,20,"7//161020100",50,FALSE
2006-02-15,18,"7//16103070",50,FALSE
2006-02-15,29,"7//16103080",50,FALSE
2006-03-14,26,"7//16104080",21,FALSE
2006-11-01,63,"7//161050100",495,FALSE
2006-08-03,68,"7//161060100",21,TRUE
2006-09-27,56,"7//161060100",185,FALSE
2006-11-01,59,"7//161060100",495,FALSE
2006-06-08,42,"7//16106080",4,TRUE
2006-09-26,43,"7//16108090",185,FALSE
2006-11-02,51,"7//16108090",495,FALSE
2004-12-21,24,"7//1620",329,FALSE
2005-01-18,21,"7//1620",249,FALSE
2006-09-01,45,"7//16204070",83,TRUE
2006-09-01,51,"7//16207080",83,TRUE
2006-11-01,46,"7//16207080",495,FALSE
2006-11-24,62,"7//163040100",476,FALSE
2006-09-01,41,"7//16304070",83,FALSE
2006-09-26,67,"7//16305060",185,FALSE
2006-11-02,64,"7//16305060",495,FALSE
2006-11-22,56,"7//16305060",476,FALSE
2006-12-19,33,"7//16305070",409,FALSE
2006-09-01,38,"7//16305080",83,FALSE
2006-09-01,21,"7//163060100",83,FALSE
2006-09-02,46,"7//16405060",83,FALSE
2006-09-02,34,"7//165060100",83,FALSE
2006-09-28,16,"7//165060100",185,FALSE
2006-11-02,61,"7//165060100",495,FALSE
2005-02-15,26,"7//1690",175,FALSE
2006-12-19,33,"7//17102060",409,FALSE
2007-01-16,26,"7//17102060",277,FALSE
2007-02-13,31,"7//17102060",203,FALSE
2007-03-13,28,"7//17102060",183,FALSE
2006-09-02,50,"7//17102090",83,FALSE
2007-03-13,32,"7//17103070",183,FALSE
2007-04-18,35,"7//17103070",206,FALSE
2006-09-03,25,"7//17104070",83,FALSE
2006-09-28,42,"7//17104070",185,FALSE
2006-11-02,59,"7//17104070",495,FALSE
2006-11-23,52,"7//17104070",476,FALSE
2006-12-19,42,"7//17104070",409,FALSE
2007-01-16,39,"7//17104070",277,FALSE
2007-02-13,39,"7//17104070",203,FALSE
2006-12-21,29,"7//17205070",409,FALSE
2006-11-22,47,"7//17207090",476,FALSE
2006-09-26,42,"7//17305070",185,FALSE
2006-11-02,49,"7//17305070",495,FALSE
2006-09-26,51,"7//17306080",185,FALSE
2006-11-02,61,"7//17306080",495,FALSE
2007-04-17,40,"7//17307090",206,FALSE
2007-05-09,47,"7//17307090",141,FALSE
2007-06-06,52,"7//17307090",83,FALSE
2004-12-21,23,"7//1770",329,FALSE
2004-11-24,23,"7//18",360,FALSE
2007-02-14,28,"7//18103070",203,FALSE
2006-09-27,38,"7//18105080",185,FALSE
2004-12-21,21,"7//1820",329,FALSE
2005-01-19,20,"7//1820",249,FALSE
2006-11-22,39,"7//18205080",476,FALSE
2006-12-19,23,"7//182080100",409,FALSE
2007-01-17,24,"7//182080100",277,FALSE
2007-02-15,22,"7//182080100",203,FALSE
2006-10-31,48,"7//183090100",495,FALSE
2006-10-31,47,"7//18405080",495,FALSE
2006-11-22,46,"7//18405080",476,FALSE
2006-10-31,54,"7//185090100",495,FALSE
2004-12-22,25,"7//1860",329,FALSE
2005-02-15,43,"7//204080",175,FALSE
2005-03-15,32,"7//204080",79,FALSE
2004-12-22,21,"7//206070",329,FALSE
2004-12-22,24,"7//206080",329,FALSE
2004-12-22,25,"7//207090",329,FALSE
2004-12-22,23,"7//2080100",329,FALSE
2004-12-22,40,"7//208090",329,FALSE
2005-01-18,39,"7//208090",249,FALSE
2006-10-31,38,"7//210207080",495,FALSE
2006-10-31,20,"7//210207090",495,FALSE
2006-10-31,45,"7//2103070100",495,FALSE
2006-10-31,51,"7//210308090",495,FALSE
2006-10-31,56,"7//2103090100",495,FALSE
2006-10-31,40,"7//2104080100",495,FALSE
2006-10-31,45,"7//2105090100",495,FALSE
2004-11-24,25,"7//220",360,FALSE
2006-10-31,25,"7//2203060100",495,FALSE
2006-10-31,20,"7//2203070100",495,FALSE
2006-10-31,44,"7//2203080100",495,FALSE
2006-11-22,39,"7//2203080100",476,FALSE
2006-10-31,24,"7//2204090100",495,FALSE
2004-12-23,28,"7//22090",329,FALSE
2005-01-18,25,"7//22090",249,FALSE
2006-08-05,35,"7//230406080",21,FALSE
2006-09-03,42,"7//230406080",83,FALSE
2006-10-31,41,"7//230408090",495,FALSE
2006-12-20,35,"7//2305070100",409,FALSE
2005-08-30,28,"7//2306070",147,FALSE
2005-08-30,17,"7//2307090",147,FALSE
2006-10-31,38,"7//240507080",495,FALSE
2006-10-31,19,"7//240508090",495,FALSE
2005-08-30,18,"7//2405090",147,FALSE
2005-08-30,23,"7//2506070",147,FALSE
2005-08-30,23,"7//25070100",147,FALSE
2006-10-31,43,"7//25102060",495,FALSE
2006-10-31,29,"7//25103080",495,FALSE
2006-10-31,57,"7//25104060",495,FALSE
2006-10-31,35,"7//25104070",495,FALSE
2006-10-31,50,"7//251080100",495,FALSE
2006-10-31,50,"7//25204070",495,FALSE
2006-11-22,46,"7//25204070",476,FALSE
2006-10-31,23,"7//25205060",495,FALSE
2006-10-31,38,"7//25205070",495,FALSE
2006-11-23,42,"7//25205070",476,FALSE
2006-10-31,44,"7//25206090",495,FALSE
2006-11-22,39,"7//25206090",476,FALSE
2007-04-17,35,"7//252070100",206,FALSE
2006-10-31,53,"7//25306070",495,FALSE
2006-11-22,41,"7//25306070",476,FALSE
2006-12-20,40,"7//25306070",409,FALSE
2006-11-01,46,"7//25307080",495,FALSE
2005-08-30,26,"7//253080",147,FALSE
2005-09-28,28,"7//253080",343,FALSE
2005-10-25,27,"7//253080",334,FALSE
2005-11-22,30,"7//253080",327,FALSE
2006-11-01,30,"7//253090100",495,FALSE
2005-10-26,28,"7//2540100",334,FALSE
2006-11-01,47,"7//254050100",495,FALSE
2006-11-23,48,"7//254050100",476,FALSE
2006-11-01,43,"7//25406090",495,FALSE
2006-11-23,47,"7//25406090",476,FALSE
2006-12-19,37,"7//25406090",409,FALSE
2006-11-01,41,"7//254070100",495,FALSE
2006-11-22,36,"7//254070100",476,FALSE
2006-11-01,46,"7//25407090",495,FALSE
2005-08-31,21,"7//2550100",147,FALSE
2006-11-01,44,"7//25506090",495,FALSE
2006-11-01,44,"7//25507090",495,FALSE
2006-12-19,24,"7//26103060",409,FALSE
2006-11-01,44,"7//26103080",495,FALSE
2006-11-01,66,"7//26104080",495,FALSE
2006-11-01,62,"7//26106070",495,FALSE
2005-08-31,18,"7//2620100",147,FALSE
2006-11-01,33,"7//262040100",495,FALSE
2006-11-01,40,"7//26206070",495,FALSE
2005-08-31,12,"7//262080",147,FALSE
2005-09-27,20,"7//262080",343,FALSE
2006-11-01,59,"7//262090100",495,FALSE
2006-11-01,56,"7//26304080",495,FALSE
2006-11-01,17,"7//263070100",495,FALSE
2006-11-22,15,"7//263070100",476,FALSE
2006-11-01,26,"7//26308090",495,FALSE
2006-11-22,25,"7//26308090",476,FALSE
2005-08-31,24,"7//2640100",147,FALSE
2005-12-21,28,"7//2640100",283,FALSE
2006-11-01,40,"7//26405090",495,FALSE
2007-01-16,32,"7//26405090",277,FALSE
2006-11-02,39,"7//265060100",495,FALSE
2005-12-20,24,"7//2710100",283,FALSE
2006-11-02,52,"7//271050100",495,FALSE
2006-11-02,54,"7//27105060",495,FALSE
2006-11-02,38,"7//27106070",495,FALSE
2006-11-02,38,"7//27203070",495,FALSE
2006-11-02,31,"7//27304060",495,FALSE
2006-11-24,28,"7//27304060",476,FALSE
2006-12-20,26,"7//27304060",409,FALSE
2006-11-02,50,"7//27304090",495,FALSE
2006-11-22,44,"7//273060100",476,FALSE
2007-02-15,27,"7//27306080",203,FALSE
2006-11-22,27,"7//27307080",476,FALSE
2006-11-22,25,"7//27407090",476,FALSE
2006-11-22,34,"7//27408090",476,FALSE
2007-03-14,23,"7//275060100",183,FALSE
2006-11-22,39,"7//27507090",476,FALSE
2006-11-22,49,"7//28102060",476,FALSE
2006-11-22,30,"7//28103060",476,FALSE
2006-11-22,27,"7//28103080",476,FALSE
2006-11-22,28,"7//28103090",476,FALSE
2006-11-22,36,"7//28104070",476,FALSE
2006-12-19,32,"7//28104070",409,FALSE
2007-01-18,28,"7//28104070",277,FALSE
2006-11-22,46,"7//281060100",476,FALSE
2006-11-22,27,"7//28106080",476,FALSE
2006-11-22,46,"7//28204070",476,FALSE
2007-05-10,40,"7//28204080",141,TRUE
2007-08-02,61,"7//28204080",63,FALSE
2006-11-22,35,"7//28205060",476,FALSE
2006-12-19,27,"7//28205060",409,FALSE
2005-09-01,41,"7//282060",147,FALSE
2006-11-22,24,"7//28206080",476,FALSE
2005-09-01,46,"7//282090",147,FALSE
2006-11-22,44,"7//283050100",476,FALSE
2006-11-22,40,"7//28305060",476,FALSE
2006-11-22,54,"7//28305070",476,FALSE
2006-11-22,26,"7//28306070",476,FALSE
2006-12-19,23,"7//28306070",409,FALSE
2006-11-23,46,"7//28507080",476,FALSE
2007-03-13,33,"7//28507090",183,FALSE
2007-04-17,41,"7//28507090",206,FALSE
2006-11-23,31,"7//285080100",476,FALSE
2005-01-18,20,"7//30100",249,FALSE
2005-02-16,18,"7//30100",175,FALSE
2005-03-15,22,"7//30100",79,FALSE
2005-01-18,31,"7//3060100",249,FALSE
2005-01-18,36,"7//306090",249,FALSE
2005-02-15,34,"7//306090",175,FALSE
2005-03-15,37,"7//306090",79,FALSE
2005-04-13,42,"7//306090",47,TRUE
2005-01-18,21,"7//3080100",249,FALSE
2007-01-16,27,"7//310208090",277,FALSE
2006-11-23,18,"7//310307090",476,FALSE
2006-11-23,57,"7//3104070100",476,FALSE
2006-11-23,34,"7//3105060100",476,FALSE
2006-11-23,33,"7//310507090",476,FALSE
2006-12-20,27,"7//310507090",409,FALSE
2006-11-23,44,"7//3203070100",476,FALSE
2006-11-23,23,"7//320307090",476,FALSE
2006-11-23,34,"7//3203090100",476,FALSE
2006-11-23,24,"7//3204080100",476,FALSE
2006-11-23,25,"7//3205060100",476,FALSE
2006-11-23,32,"7//320506070",476,FALSE
2006-11-23,32,"7//320507080",476,FALSE
2005-01-18,23,"7//32070",249,FALSE
2005-09-27,34,"7//3207080",343,FALSE
2005-10-25,35,"7//3207080",334,FALSE
2005-11-23,36,"7//3207080",327,FALSE
2005-12-20,38,"7//3207080",283,FALSE
2006-11-24,30,"7//330407080",476,FALSE
2005-09-27,21,"7//3304080",343,FALSE
2005-10-27,24,"7//3304080",334,FALSE
2005-08-30,27,"7//3306090",147,FALSE
2005-09-28,26,"7//3306090",343,FALSE
2005-10-25,27,"7//3306090",334,FALSE
2005-11-22,28,"7//3306090",327,FALSE
2005-01-18,22,"7//340100",249,FALSE
2007-03-14,33,"7//3405070100",183,FALSE
2007-04-17,40,"7//3405070100",206,FALSE
2007-05-09,49,"7//3405070100",141,FALSE
2007-06-06,64,"7//3405070100",83,FALSE
2007-07-04,60,"7//3405070100",55,FALSE
2007-08-01,63,"7//3405070100",63,FALSE
2005-09-27,21,"7//3405080",343,FALSE
2005-09-27,19,"7//3506090",343,FALSE
2005-09-27,21,"7//3507090",343,FALSE
2005-01-18,27,"7//35080",249,FALSE
2005-02-15,29,"7//35080",175,FALSE
2006-11-24,35,"7//35102080",476,FALSE
2006-12-19,30,"7//35102080",409,FALSE
2007-01-17,25,"7//35102080",277,FALSE
2007-02-13,26,"7//35102080",203,FALSE
2007-03-14,22,"7//35102080",183,FALSE
2007-04-17,31,"7//35102080",206,FALSE
2007-05-09,30,"7//35102080",141,TRUE
2007-07-03,50,"7//35102080",55,FALSE
2007-07-31,52,"7//35102080",63,FALSE
2007-08-28,49,"7//35102080",190,FALSE
2006-11-24,42,"7//351030100",476,FALSE
2006-11-24,35,"7//35103060",476,FALSE
2006-12-19,30,"7//35105070",409,FALSE
2005-09-27,47,"7//352060",343,FALSE
2005-10-25,39,"7//352060",334,FALSE
2006-12-19,25,"7//35408090",409,FALSE
2006-12-19,23,"7//36102080",409,FALSE
2007-03-13,29,"7//361060100",183,FALSE
2007-03-13,41,"7//36107080",183,FALSE
2007-04-17,40,"7//36107080",206,FALSE
2007-05-08,51,"7//36107080",141,TRUE
2006-12-20,24,"7//362050100",409,FALSE
2007-03-13,26,"7//362050100",183,FALSE
2007-04-17,33,"7//362050100",206,FALSE
2007-05-08,43,"7//362050100",141,TRUE
2007-04-17,28,"7//36205060",206,FALSE
2007-05-08,35,"7//36205060",141,TRUE
2007-07-31,52,"7//36205060",63,FALSE
2006-12-20,33,"7//362060100",409,FALSE
2007-01-16,29,"7//362060100",277,FALSE
2007-02-13,32,"7//362060100",203,FALSE
2005-09-27,19,"7//362070",343,FALSE
2006-12-20,22,"7//36208090",409,FALSE
2007-01-16,21,"7//36208090",277,FALSE
2007-02-13,25,"7//36208090",203,FALSE
2007-03-13,25,"7//36208090",183,FALSE
2007-04-17,32,"7//36208090",206,FALSE
2007-05-09,38,"7//36208090",141,TRUE
2007-03-13,28,"7//36306070",183,FALSE
2007-04-17,36,"7//36306070",206,FALSE
2007-05-08,36,"7//36306070",141,FALSE
2006-12-21,36,"7//36405070",409,FALSE
2005-09-27,28,"7//364060",343,FALSE
2006-12-21,18,"7//364070100",409,FALSE
2006-12-21,27,"7//365090100",409,FALSE
2007-01-18,31,"7//365090100",277,FALSE
2007-04-19,38,"7//365090100",206,FALSE
2007-05-09,45,"7//365090100",141,FALSE
2006-12-21,30,"7//37102070",409,FALSE
2007-01-16,27,"7//37102070",277,FALSE
2007-02-13,28,"7//37102070",203,FALSE
2007-03-14,28,"7//37102070",183,FALSE
2007-01-16,21,"7//37103090",277,FALSE
2007-01-16,25,"7//371070100",277,FALSE
2007-03-13,22,"7//37107090",183,FALSE
2007-01-16,28,"7//371090100",277,FALSE
2007-01-16,20,"7//372080100",277,FALSE
2007-02-15,21,"7//372080100",203,FALSE
2007-03-13,24,"7//372080100",183,FALSE
2007-01-16,22,"7//373050100",277,FALSE
2007-03-13,31,"7//37305060",183,FALSE
2007-04-18,37,"7//37305060",206,FALSE
2007-05-10,42,"7//37305060",141,FALSE
2007-06-05,50,"7//37305060",83,FALSE
2007-07-03,52,"7//37305060",55,FALSE
2007-01-16,27,"7//37305080",277,FALSE
2007-02-15,27,"7//37305080",203,FALSE
2007-03-14,28,"7//37305080",183,FALSE
2007-04-17,38,"7//37305080",206,FALSE
2007-01-16,24,"7//37306070",277,FALSE
2007-02-13,30,"7//37306070",203,FALSE
2005-09-27,32,"7//374090",343,FALSE
2005-10-25,33,"7//374090",334,FALSE
2005-01-20,22,"7//3750",249,FALSE
2005-02-16,21,"7//3750",175,FALSE
2007-01-17,32,"7//38103080",277,FALSE
2007-02-13,30,"7//38103080",203,FALSE
2007-03-13,35,"7//38103080",183,FALSE
2007-04-17,33,"7//381080100",206,FALSE
2007-03-13,26,"7//38203070",183,FALSE
2007-04-19,38,"7//38203070",206,FALSE
2007-02-13,27,"7//38204060",203,FALSE
2007-05-09,28,"7//38204060",141,FALSE
2007-02-13,21,"7//38204080",203,FALSE
2007-03-13,26,"7//38204080",183,FALSE
2007-04-17,27,"7//38204080",206,FALSE
2007-02-13,52,"7//38204090",203,FALSE
2007-02-13,18,"7//382050100",203,FALSE
2007-02-13,24,"7//38205060",203,FALSE
2007-02-13,33,"7//38205080",203,FALSE
2005-09-28,31,"7//382070",343,FALSE
2005-09-28,29,"7//382090",343,FALSE
2007-02-13,24,"7//38306070",203,FALSE
2007-03-13,26,"7//38306070",183,FALSE
2005-09-28,15,"7//383070",343,FALSE
2007-02-14,26,"7//383080100",203,FALSE
2007-03-13,29,"7//383080100",183,FALSE
2007-04-17,27,"7//383080100",206,FALSE
2007-05-08,41,"7//383080100",141,FALSE
2007-02-14,22,"7//38406090",203,FALSE
2007-03-13,26,"7//38406090",183,FALSE
2007-03-13,28,"7//38506090",183,FALSE
2007-04-17,31,"7//38506090",206,FALSE
2005-12-20,29,"7//40506080",283,FALSE
2004-11-24,32,"7//4100",360,FALSE
2008-05-13,42,"7//4100b",19,TRUE
2007-05-08,36,"7//4102060100",141,FALSE
2007-03-13,34,"7//410206070",183,FALSE
2007-03-13,31,"7//410206090",183,FALSE
2007-04-17,34,"7//410206090",206,FALSE
2007-03-13,26,"7//410306090",183,FALSE
2007-03-13,57,"7//4103070100",183,FALSE
2007-04-18,41,"7//4103070100",206,FALSE
2007-05-09,48,"7//4103070100",141,TRUE
2007-03-13,30,"7//4104080100",183,FALSE
2007-03-14,24,"7//4105060100",183,FALSE
2007-03-13,27,"7//410506070",183,FALSE
2007-03-14,35,"7//410507090",183,FALSE
2005-09-28,26,"7//4107080",343,FALSE
2004-11-24,17,"7//420",360,FALSE
2004-12-21,22,"7//420",329,FALSE
2007-03-15,22,"7//420308090",183,FALSE
2007-04-17,25,"7//420308090",206,FALSE
2007-05-08,33,"7//420308090",141,TRUE
2007-03-15,28,"7//4203090100",183,FALSE
2007-03-15,31,"7//4204060100",183,FALSE
2007-03-15,43,"7//420408090",183,FALSE
2007-04-18,46,"7//420408090",206,FALSE
2005-09-28,14,"7//42090100",343,FALSE
2005-10-25,17,"7//42090100",334,FALSE
2005-09-28,14,"7//4304070",343,FALSE
2007-04-17,43,"7//440506090",206,FALSE
2007-05-09,43,"7//440506090",141,TRUE
2007-07-03,64,"7//440506090",55,FALSE
2005-11-24,22,"7//44090100",327,FALSE
2005-02-15,22,"7//45070",175,FALSE
2007-04-17,30,"7//45104090",206,FALSE
2007-04-17,72,"7//45106090",206,FALSE
2007-04-17,30,"7//45107080",206,FALSE
2007-05-10,34,"7//45107080",141,TRUE
2007-08-01,58,"7//45107080",63,FALSE
2007-08-28,53,"7//45107080",190,FALSE
2007-09-25,52,"7//45107080",261,FALSE
2007-04-17,25,"7//45203070",206,TRUE
2007-05-08,35,"7//45203070",141,TRUE
2007-04-18,37,"7//45304070",206,FALSE
2007-05-08,48,"7//45304070",141,TRUE
2007-07-03,62,"7//45304070",55,FALSE
2007-07-31,63,"7//45304070",63,FALSE
2007-04-18,34,"7//45305070",206,FALSE
2007-04-18,33,"7//45305080",206,FALSE
2005-09-29,37,"7//453080",343,FALSE
2007-04-19,34,"7//453090100",206,FALSE
2007-04-19,37,"7//45405070",206,FALSE
2007-04-19,31,"7//45405080",206,FALSE
2007-05-08,41,"7//455060100",141,FALSE
2007-06-05,37,"7//455060100",83,FALSE
2007-05-08,36,"7//455070100",141,TRUE
2005-02-16,21,"7//4610",175,FALSE
2005-02-16,25,"7//46100",175,FALSE
2007-05-08,41,"7//461020100",141,FALSE
2007-05-08,54,"7//46102090",141,FALSE
2007-05-08,45,"7//46104080",141,FALSE
2007-06-05,52,"7//46104080",83,FALSE
2007-05-08,43,"7//46104090",141,TRUE
2007-05-08,36,"7//461050100",141,FALSE
2007-06-05,46,"7//461050100",83,FALSE
2005-02-16,25,"7//4620",175,FALSE
2007-05-09,38,"7//46203070",141,TRUE
2007-06-05,51,"7//46204080",83,FALSE
2007-06-06,50,"7//46304070",83,FALSE
2007-08-28,61,"7//463090100",190,FALSE
2007-09-27,46,"7//463090100",261,FALSE
2007-07-31,42,"7//464090100",63,FALSE
2007-07-31,53,"7//465070100",63,FALSE
2007-07-31,20,"7//465090100",63,FALSE
2007-07-31,50,"7//47103060",63,FALSE
2007-08-28,56,"7//47103060",190,FALSE
2007-07-31,49,"7//47103070",63,FALSE
2007-08-01,57,"7//47105060",63,FALSE
2007-08-02,42,"7//471060100",63,FALSE
2007-08-28,42,"7//471060100",190,FALSE
2007-08-02,17,"7//47106070",63,FALSE
2007-08-30,23,"7//47106070",190,FALSE
2007-08-28,22,"7//47203060",190,FALSE
2007-09-27,24,"7//47203060",261,FALSE
2007-10-25,22,"7//47203060",148,FALSE
2007-11-21,24,"7//47203060",220,FALSE
2007-08-28,27,"7//47203070",190,FALSE
2007-08-28,43,"7//47205090",190,FALSE
2005-10-25,21,"7//472070",334,FALSE
2005-11-22,23,"7//472070",327,FALSE
2007-08-28,46,"7//472080100",190,FALSE
2007-08-28,24,"7//473040100",190,FALSE
2007-08-28,40,"7//47304090",190,FALSE
2007-09-26,33,"7//47304090",261,FALSE
2007-08-28,26,"7//47306070",190,FALSE
2008-02-26,15,"7//47306070",76,FALSE
2008-03-20,22,"7//47306070",33,FALSE
2008-04-16,30,"7//47306070",31,TRUE
2007-08-28,30,"7//473090100",190,FALSE
2007-08-28,42,"7//47405090",190,FALSE
2007-08-28,26,"7//47408090",190,FALSE
2007-08-28,44,"7//474090100",190,FALSE
2007-08-29,25,"7//475070100",190,FALSE
2007-08-29,41,"7//47507090",190,FALSE
2007-10-23,53,"7//48102060",148,FALSE
2007-11-20,54,"7//48102060",220,FALSE
2007-12-18,65,"7//48102060",211,FALSE
2007-08-29,20,"7//48102070",190,FALSE
2007-08-29,23,"7//48102080",190,FALSE
2007-11-22,30,"7//48102080",220,FALSE
2007-08-29,20,"7//48105080",190,FALSE
2007-08-29,43,"7//481070100",190,FALSE
2007-09-25,34,"7//481070100",261,FALSE
2007-08-29,33,"7//48108090",190,FALSE
2007-08-30,45,"7//48306070",190,FALSE
2007-09-25,46,"7//48306070",261,FALSE
2007-10-23,48,"7//48306070",148,FALSE
2007-11-22,43,"7//48306070",220,FALSE
2007-08-30,23,"7//48306080",190,FALSE
2007-08-30,28,"7//483080100",190,FALSE
2005-12-20,25,"7//483090",283,FALSE
2005-03-15,35,"7//5090100",79,FALSE
2007-09-25,24,"7//5102060100",261,FALSE
2007-11-21,61,"7//5103080100",220,FALSE
2005-10-25,26,"7//5104060",334,FALSE
2005-11-22,27,"7//5104060",327,FALSE
2005-03-15,38,"7//51070",79,FALSE
2005-03-15,29,"7//51080",79,FALSE
2005-10-25,20,"7//51090100",334,FALSE
2005-10-25,21,"7//5203060",334,FALSE
2005-11-22,24,"7//5203060",327,FALSE
2007-12-19,32,"7//520306090",211,FALSE
2007-09-25,25,"7//520506090",261,FALSE
2007-10-23,28,"7//520506090",148,FALSE
2005-10-25,36,"7//5206080",334,FALSE
2005-10-26,24,"7//53040100",334,FALSE
2005-11-22,25,"7//53040100",327,FALSE
2007-09-25,24,"7//530406080",261,FALSE
2005-10-26,40,"7//5305060",334,FALSE
2007-09-26,33,"7//530506090",261,FALSE
2007-10-23,37,"7//530506090",148,FALSE
2005-10-26,17,"7//5305070",334,FALSE
2005-10-26,38,"7//5306090",334,FALSE
2005-10-26,30,"7//5307090",334,FALSE
2007-09-26,29,"7//540506080",261,FALSE
2007-10-23,28,"7//540506080",148,FALSE
2005-12-21,27,"7//5406070",283,FALSE
2005-10-26,19,"7//5408090",334,FALSE
2005-10-26,50,"7//5506070",334,FALSE
2004-11-25,19,"7//590",360,FALSE
2005-10-26,42,"7//6102070",334,FALSE
2005-10-26,26,"7//6102090",334,FALSE
2007-11-20,48,"7//610407080",220,FALSE
2007-12-20,27,"7//610407080",211,FALSE
2005-10-27,35,"7//6203070",334,FALSE
2005-11-24,35,"7//6203070",327,FALSE
2005-10-27,23,"7//62040100",334,FALSE
2005-11-23,27,"7//62040100",327,FALSE
2005-10-27,44,"7//6204060",334,FALSE
2005-11-22,41,"7//6204060",327,FALSE
2007-10-23,30,"7//6204080100",148,FALSE
2007-11-20,34,"7//6204080100",220,FALSE
2005-10-27,42,"7//62050100",334,FALSE
2007-10-24,25,"7//630506080",148,FALSE
2007-11-20,33,"7//630506080",220,FALSE
2008-02-26,30,"7//6405080100",76,FALSE
2005-11-22,27,"7//6507080",327,FALSE
2005-01-19,22,"7//680",249,FALSE
2005-02-15,28,"7//680",175,FALSE
2007-11-20,32,"7//710306090",220,FALSE
2008-01-23,23,"7//7103080100",136,FALSE
2008-02-28,27,"7//7103080100",76,FALSE
2008-03-18,26,"7//7103080100",33,FALSE
2005-11-22,40,"7//7104090",327,FALSE
2005-11-22,24,"7//7105070",327,FALSE
2005-12-20,20,"7//7105070",283,FALSE
2005-11-22,26,"7//71070100",327,FALSE
2007-11-20,41,"7//7203080100",220,FALSE
2005-01-18,22,"7//730",249,FALSE
2007-11-21,29,"7//7304060100",220,FALSE
2007-11-21,24,"7//730407080",220,FALSE
2007-11-21,35,"7//730506090",220,FALSE
2007-12-19,29,"7//730506090",211,FALSE
2005-11-23,25,"7//7306090",327,FALSE
2005-11-23,21,"7//7405060",327,FALSE
2007-11-22,24,"7//740507080",220,FALSE
2005-11-23,25,"7//74080100",327,FALSE
2007-11-22,30,"7//8102060100",220,FALSE
2007-11-22,53,"7//810207080",220,FALSE
2007-12-19,48,"7//810207080",211,FALSE
2007-11-22,36,"7//8103060100",220,FALSE
2007-12-19,29,"7//8103060100",211,FALSE
2008-01-23,22,"7//8103060100",136,FALSE
2008-02-26,24,"7//8103060100",76,FALSE
2007-12-18,28,"7//810307090",211,FALSE
2005-11-23,21,"7//8103080",327,FALSE
2005-12-21,21,"7//8103080",283,FALSE
2007-12-18,44,"7//8104060100",211,FALSE
2007-12-18,43,"7//810406090",211,FALSE
2005-11-23,22,"7//8104080",327,FALSE
2007-12-18,40,"7//8104080100",211,FALSE
2008-01-25,24,"7//8104080100",136,FALSE
2005-11-24,19,"7//8105060",327,FALSE
2007-12-18,52,"7//810506080",211,FALSE
2008-01-23,30,"7//810506080",136,FALSE
2008-02-26,29,"7//810506080",76,FALSE
2007-12-18,44,"7//810508090",211,FALSE
2008-01-23,24,"7//810508090",136,FALSE
2008-02-27,24,"7//810508090",76,FALSE
2008-03-18,25,"7//810508090",33,FALSE
2008-04-16,32,"7//810508090",31,FALSE
2005-11-24,23,"7//8203060",327,FALSE
2006-01-17,20,"7//8203070",170,FALSE
2007-12-18,43,"7//820406080",211,FALSE
2008-01-24,24,"7//820406080",136,FALSE
2007-12-19,35,"7//8204090100",211,FALSE
2007-12-19,35,"7//820506080",211,FALSE
2007-12-19,31,"7//820507080",211,FALSE
2008-01-23,23,"7//820507080",136,FALSE
2007-12-19,33,"7//830406090",211,FALSE
2007-12-20,35,"7//830506080",211,FALSE
2007-12-20,27,"7//8305070100",211,FALSE
